,Tp,Cl,pH,Redox,Leit,Trueb,Cl_2,Fm,Fm_2,label
96582,9.2,0.16,8.41,756.0,210.0,0.015,0.104,1408.0,851.0,0
96583,9.2,0.16,8.41,756.0,210.0,0.015,0.105,1401.0,849.0,0
96584,9.2,0.16,8.43,756.0,210.0,0.016,0.105,1428.0,849.0,0
96585,9.2,0.16,8.43,755.0,210.0,0.015,0.103,1390.0,853.0,0
96586,9.2,0.16,8.43,756.0,210.0,0.014,0.105,1402.0,849.0,0
96587,9.2,0.16,8.41,756.0,210.0,0.015,0.105,1401.0,857.0,0
96588,9.2,0.16,8.41,756.0,210.0,0.015,0.105,1424.0,850.0,0
96589,9.2,0.16,8.41,755.0,210.0,0.015,0.106,1381.0,850.0,0
96590,9.2,0.16,8.41,755.0,210.0,0.021,0.105,1410.0,853.0,0
96591,9.2,0.16,8.41,754.0,210.0,0.015,0.106,1350.0,849.0,0
96592,9.2,0.16,8.39,754.0,210.0,0.015,0.106,1410.0,846.0,0
96593,9.2,0.16,8.39,755.0,210.0,0.015,0.105,1396.0,851.0,0
96594,9.2,0.16,8.39,755.0,210.0,0.015,0.105,1414.0,857.0,0
96595,9.2,0.16,8.39,755.0,210.0,0.015,0.105,1408.0,849.0,0
96596,9.2,0.16,8.38,756.0,210.0,0.015,0.105,1423.0,849.0,0
96597,9.2,0.16,8.38,756.0,210.0,0.014,0.105,1365.0,850.0,0
96598,9.2,0.16,8.38,756.0,210.0,0.015,0.105,1412.0,850.0,0
96599,9.2,0.16,8.37,756.0,210.0,0.015,0.105,1407.0,847.0,0
96600,9.2,0.16,8.37,756.0,210.0,0.015,0.106,1384.0,851.0,0
96601,9.2,0.16,8.36,756.0,210.0,0.017,0.106,1379.0,856.0,0
96602,9.3,0.16,8.36,756.0,210.0,0.014,0.106,1405.0,853.0,0
96603,9.3,0.16,8.36,756.0,210.0,0.014,0.106,1384.0,853.0,0
96604,9.3,0.16,8.36,756.0,210.0,0.015,0.105,1372.0,850.0,0
96605,9.3,0.16,8.36,756.0,210.0,0.015,0.106,1385.0,847.0,0
96606,9.3,0.16,8.35,756.0,210.0,0.015,0.105,1359.0,851.0,0
96607,9.3,0.16,8.35,756.0,210.0,0.015,0.105,1379.0,851.0,0
96608,9.3,0.16,8.35,756.0,210.0,0.015,0.105,1384.0,849.0,0
96609,9.3,0.16,8.35,756.0,210.0,0.015,0.106,1394.0,851.0,0
96610,9.3,0.16,8.35,756.0,210.0,0.015,0.106,1381.0,844.0,0
96611,9.3,0.17,8.35,756.0,210.0,0.016,0.106,1378.0,847.0,0
96612,9.3,0.17,8.35,756.0,210.0,0.015,0.105,1407.0,846.0,0
96613,9.3,0.17,8.34,757.0,210.0,0.014,0.105,1379.0,846.0,0
96614,9.3,0.17,8.34,756.0,210.0,0.014,0.105,1393.0,847.0,0
96615,9.3,0.17,8.34,756.0,210.0,0.014,0.106,1400.0,841.0,0
96616,9.3,0.17,8.34,756.0,210.0,0.015,0.106,1412.0,850.0,0
96617,9.3,0.17,8.34,756.0,210.0,0.015,0.105,1395.0,846.0,0
96618,9.3,0.17,8.35,756.0,210.0,0.014,0.105,1430.0,846.0,0
96619,9.3,0.17,8.34,756.0,210.0,0.015,0.106,1349.0,846.0,0
96620,9.3,0.16,8.34,757.0,210.0,0.014,0.106,1366.0,844.0,0
96621,9.3,0.17,8.35,756.0,210.0,0.015,0.105,1343.0,847.0,0
96622,9.3,0.17,8.34,756.0,210.0,0.015,0.105,1501.0,851.0,0
96623,9.3,0.16,8.35,756.0,210.0,0.015,0.106,1451.0,855.0,0
96624,9.3,0.16,8.34,756.0,210.0,0.015,0.105,1447.0,843.0,0
96625,9.3,0.16,8.35,756.0,210.0,0.016,0.105,1472.0,851.0,0
96626,9.3,0.16,8.35,756.0,210.0,0.015,0.105,1460.0,853.0,0
96627,9.3,0.16,8.35,755.0,210.0,0.015,0.105,1371.0,849.0,0
96628,9.3,0.16,8.35,756.0,210.0,0.015,0.105,1395.0,851.0,0
96629,9.3,0.16,8.35,756.0,210.0,0.015,0.103,1362.0,849.0,0
96630,9.3,0.16,8.35,756.0,210.0,0.014,0.105,1378.0,846.0,0
96631,9.3,0.16,8.35,756.0,210.0,0.015,0.103,1368.0,847.0,0
96632,9.3,0.16,8.35,756.0,210.0,0.015,0.104,1379.0,851.0,0
96633,9.3,0.16,8.36,756.0,210.0,0.015,0.105,1381.0,844.0,0
96634,9.3,0.16,8.36,756.0,210.0,0.015,0.103,1391.0,844.0,0
96635,9.3,0.16,8.36,756.0,210.0,0.015,0.103,1354.0,846.0,0
96636,9.3,0.16,8.36,756.0,210.0,0.015,0.104,1390.0,846.0,0
96637,9.3,0.16,8.36,756.0,210.0,0.015,0.104,1327.0,844.0,0
96638,9.3,0.16,8.36,756.0,210.0,0.015,0.104,1377.0,850.0,0
96639,9.3,0.16,8.37,756.0,210.0,0.015,0.105,1368.0,850.0,0
96640,9.3,0.16,8.37,756.0,210.0,0.015,0.104,1391.0,849.0,0
96641,9.3,0.16,8.36,756.0,210.0,0.015,0.104,1358.0,855.0,0
96642,9.3,0.16,8.36,756.0,210.0,0.015,0.104,1385.0,850.0,0
96643,9.3,0.16,8.36,755.0,210.0,0.015,0.103,1362.0,856.0,0
96644,9.3,0.17,8.36,756.0,210.0,0.016,0.104,1407.0,850.0,0
96645,9.3,0.17,8.36,756.0,210.0,0.015,0.104,1370.0,855.0,0
96646,9.3,0.17,8.36,756.0,210.0,0.015,0.104,1396.0,855.0,0
96647,9.3,0.17,8.37,756.0,210.0,0.016,0.103,1366.0,849.0,0
96648,9.3,0.17,8.37,756.0,214.0,0.015,0.104,1350.0,850.0,0
96649,9.3,0.17,8.37,756.0,210.0,0.015,0.104,1362.0,853.0,0
96650,9.3,0.17,8.36,756.0,210.0,0.015,0.104,1366.0,847.0,0
96651,9.3,0.17,8.36,756.0,210.0,0.016,0.105,1394.0,853.0,0
96652,9.3,0.17,8.36,756.0,210.0,0.016,0.104,1368.0,844.0,0
96653,9.3,0.17,8.36,756.0,210.0,0.02,0.103,1385.0,843.0,0
96654,9.3,0.17,8.36,756.0,210.0,0.016,0.105,1384.0,850.0,0
96655,9.3,0.17,8.36,756.0,210.0,0.016,0.104,1307.0,850.0,0
96656,9.3,0.17,8.36,756.0,210.0,0.015,0.105,1381.0,846.0,0
96657,9.3,0.16,8.36,756.0,210.0,0.015,0.105,1373.0,847.0,0
96658,9.3,0.16,8.36,756.0,210.0,0.015,0.105,1399.0,849.0,0
96659,9.3,0.16,8.36,756.0,214.0,0.015,0.105,1402.0,844.0,0
96660,9.3,0.16,8.36,756.0,214.0,0.022,0.105,1368.0,849.0,0
96661,9.3,0.16,8.36,756.0,214.0,0.015,0.105,1344.0,850.0,0
96662,9.3,0.16,8.36,756.0,210.0,0.015,0.105,1372.0,847.0,0
96663,9.3,0.16,8.36,756.0,214.0,0.015,0.105,1378.0,846.0,0
96664,9.3,0.16,8.37,756.0,210.0,0.015,0.105,1383.0,847.0,0
96665,9.3,0.16,8.36,756.0,210.0,0.015,0.105,1400.0,844.0,0
96666,9.3,0.16,8.37,756.0,214.0,0.015,0.105,1355.0,849.0,0
96667,9.3,0.16,8.37,756.0,214.0,0.015,0.103,1388.0,847.0,0
96668,9.3,0.16,8.37,756.0,214.0,0.015,0.105,1365.0,847.0,0
96669,9.3,0.16,8.36,756.0,214.0,0.015,0.104,1355.0,847.0,0
96670,9.3,0.16,8.37,756.0,214.0,0.015,0.103,1370.0,847.0,0
96671,9.3,0.16,8.36,756.0,214.0,0.015,0.104,1368.0,850.0,0
96672,9.3,0.16,8.37,756.0,214.0,0.015,0.103,1361.0,844.0,0
96673,9.3,0.16,8.37,756.0,214.0,0.015,0.104,1370.0,849.0,0
96674,9.3,0.16,8.37,756.0,214.0,0.015,0.104,1365.0,844.0,0
96675,9.3,0.16,8.37,756.0,214.0,0.015,0.103,1354.0,847.0,0
96676,9.3,0.16,8.37,756.0,214.0,0.015,0.104,1315.0,850.0,0
96677,9.3,0.16,8.37,756.0,214.0,0.015,0.104,1371.0,850.0,0
96678,9.3,0.16,8.38,756.0,214.0,0.014,0.103,1372.0,847.0,0
96679,9.3,0.16,8.37,756.0,214.0,0.015,0.105,1337.0,844.0,0
96680,9.3,0.16,8.37,756.0,214.0,0.015,0.104,1368.0,844.0,0
96681,9.3,0.16,8.37,756.0,214.0,0.016,0.103,1366.0,846.0,0
96682,9.3,0.16,8.38,756.0,214.0,0.015,0.103,1378.0,849.0,0
96683,9.3,0.16,8.37,755.0,214.0,0.016,0.104,1350.0,850.0,0
96684,9.3,0.17,8.37,756.0,214.0,0.015,0.105,1348.0,850.0,0
96685,9.3,0.17,8.37,755.0,214.0,0.015,0.104,1320.0,853.0,0
96686,9.3,0.17,8.37,756.0,214.0,0.015,0.105,1390.0,841.0,0
96687,9.3,0.17,8.37,756.0,214.0,0.02,0.104,1366.0,837.0,0
96688,9.3,0.17,8.36,756.0,214.0,0.015,0.104,1384.0,844.0,0
96689,9.3,0.17,8.37,756.0,214.0,0.015,0.105,1395.0,847.0,0
96690,9.3,0.16,8.36,756.0,214.0,0.015,0.105,1362.0,847.0,0
96691,9.3,0.17,8.36,756.0,214.0,0.015,0.106,1391.0,855.0,0
96692,9.3,0.17,8.36,756.0,214.0,0.015,0.105,1349.0,850.0,0
96693,9.3,0.17,8.36,756.0,214.0,0.015,0.106,1371.0,851.0,0
96694,9.3,0.17,8.35,756.0,214.0,0.015,0.105,1366.0,844.0,0
96695,9.3,0.16,8.35,756.0,214.0,0.015,0.106,1373.0,850.0,0
96696,9.3,0.16,8.35,756.0,214.0,0.015,0.105,1381.0,850.0,0
96697,9.3,0.16,8.35,756.0,214.0,0.015,0.105,1332.0,843.0,0
96698,9.3,0.16,8.35,756.0,214.0,0.016,0.106,1353.0,851.0,0
96699,9.3,0.16,8.35,756.0,214.0,0.015,0.106,1339.0,847.0,0
96700,9.3,0.16,8.34,756.0,214.0,0.015,0.106,1376.0,846.0,0
96701,9.3,0.16,8.35,756.0,214.0,0.015,0.106,1341.0,846.0,0
96702,9.3,0.16,8.35,756.0,214.0,0.016,0.106,1361.0,846.0,0
96703,9.3,0.16,8.35,756.0,214.0,0.015,0.105,1336.0,844.0,0
96704,9.3,0.16,8.35,756.0,214.0,0.016,0.105,1341.0,850.0,0
96705,9.3,0.16,8.35,756.0,214.0,0.015,0.106,1365.0,844.0,0
96706,9.3,0.16,8.34,756.0,214.0,0.019,0.106,1393.0,846.0,0
96707,9.3,0.16,8.34,757.0,214.0,0.015,0.106,1356.0,846.0,0
96708,9.3,0.16,8.34,756.0,214.0,0.015,0.105,1365.0,846.0,0
96709,9.3,0.16,8.34,756.0,214.0,0.015,0.106,1376.0,847.0,0
96710,9.3,0.16,8.34,756.0,214.0,0.015,0.105,1387.0,855.0,0
96711,9.3,0.16,8.34,757.0,214.0,0.015,0.105,1366.0,851.0,0
96712,9.3,0.16,8.34,756.0,214.0,0.015,0.106,1377.0,844.0,0
96713,9.3,0.16,8.34,756.0,214.0,0.015,0.105,1324.0,849.0,0
96714,9.3,0.16,8.34,756.0,214.0,0.015,0.105,1384.0,844.0,0
96715,9.3,0.16,8.34,756.0,214.0,0.015,0.105,1348.0,855.0,0
96716,9.3,0.16,8.34,756.0,214.0,0.015,0.105,1344.0,855.0,0
96717,9.3,0.16,8.33,756.0,214.0,0.016,0.104,1368.0,851.0,0
96718,9.3,0.16,8.33,756.0,214.0,0.016,0.105,1362.0,855.0,0
96719,9.3,0.16,8.33,756.0,214.0,0.015,0.106,1350.0,861.0,0
96720,9.3,0.16,8.33,756.0,214.0,0.016,0.105,1321.0,853.0,0
96721,9.3,0.16,8.34,756.0,214.0,0.017,0.106,1339.0,853.0,0
96722,9.3,0.17,8.34,756.0,214.0,0.015,0.105,1347.0,847.0,0
96723,9.3,0.17,8.33,756.0,214.0,0.015,0.106,1390.0,847.0,0
96724,9.3,0.16,8.34,757.0,214.0,0.015,0.106,1359.0,843.0,0
96725,9.3,0.17,8.34,756.0,214.0,0.015,0.105,1347.0,843.0,0
96726,9.3,0.16,8.34,756.0,214.0,0.015,0.106,1381.0,846.0,0
96727,9.3,0.17,8.33,757.0,214.0,0.015,0.106,1366.0,847.0,0
96728,9.3,0.16,8.34,757.0,214.0,0.015,0.106,1353.0,843.0,0
96729,9.3,0.16,8.34,756.0,214.0,0.015,0.106,1379.0,847.0,0
96730,9.3,0.16,8.34,757.0,214.0,0.015,0.106,1344.0,853.0,0
96731,9.3,0.16,8.34,756.0,214.0,0.016,0.105,1337.0,855.0,0
96732,9.3,0.16,8.34,757.0,214.0,0.015,0.105,1356.0,849.0,0
96733,9.3,0.16,8.34,756.0,214.0,0.015,0.105,1344.0,847.0,0
96734,9.3,0.16,8.34,756.0,214.0,0.015,0.105,1320.0,847.0,0
96735,9.3,0.16,8.34,756.0,214.0,0.016,0.106,1353.0,846.0,0
96736,9.3,0.16,8.35,756.0,214.0,0.016,0.106,1368.0,847.0,0
96737,9.3,0.16,8.34,756.0,214.0,0.016,0.105,1383.0,846.0,0
96738,9.3,0.16,8.34,756.0,214.0,0.016,0.106,1362.0,846.0,0
96739,9.3,0.16,8.34,757.0,214.0,0.016,0.105,1355.0,846.0,0
96740,9.3,0.16,8.34,756.0,214.0,0.015,0.105,1390.0,843.0,0
96741,9.3,0.16,8.34,756.0,214.0,0.016,0.105,1388.0,843.0,0
96742,9.3,0.16,8.35,756.0,214.0,0.015,0.106,1372.0,841.0,0
96743,9.3,0.16,8.35,756.0,214.0,0.016,0.105,1329.0,840.0,0
96744,9.3,0.16,8.35,756.0,214.0,0.016,0.105,1361.0,840.0,0
96745,9.3,0.15,8.35,756.0,214.0,0.016,0.105,1344.0,844.0,0
96746,9.3,0.16,8.35,756.0,214.0,0.016,0.105,1347.0,841.0,0
96747,9.3,0.16,8.36,756.0,214.0,0.016,0.104,1333.0,844.0,0
96748,9.3,0.16,8.36,756.0,214.0,0.016,0.104,1348.0,844.0,0
96749,9.3,0.15,8.35,756.0,214.0,0.016,0.105,1337.0,843.0,0
96750,9.3,0.16,8.35,756.0,214.0,0.016,0.105,1335.0,853.0,0
96751,9.3,0.16,8.36,756.0,214.0,0.016,0.105,1371.0,856.0,0
96752,9.3,0.16,8.35,756.0,214.0,0.015,0.105,1337.0,851.0,0
96753,9.3,0.16,8.36,756.0,214.0,0.015,0.104,1376.0,843.0,0
96754,9.3,0.16,8.36,756.0,214.0,0.016,0.104,1335.0,847.0,0
96755,9.3,0.16,8.36,756.0,214.0,0.015,0.104,1300.0,846.0,0
96756,9.3,0.17,8.36,756.0,214.0,0.015,0.105,1361.0,850.0,0
96757,9.3,0.17,8.36,756.0,214.0,0.015,0.105,1347.0,875.0,0
96758,9.3,0.17,8.36,756.0,214.0,0.015,0.103,1348.0,896.0,0
96759,9.3,0.16,8.37,756.0,214.0,0.015,0.105,1376.0,896.0,0
96760,9.3,0.16,8.36,756.0,214.0,0.015,0.105,1372.0,905.0,0
96761,9.3,0.16,8.36,756.0,214.0,0.015,0.104,1337.0,899.0,0
96762,9.3,0.17,8.36,756.0,214.0,0.015,0.105,1379.0,907.0,0
96763,9.3,0.17,8.36,756.0,214.0,0.015,0.104,1373.0,898.0,0
96764,9.3,0.17,8.37,756.0,214.0,0.015,0.104,1376.0,903.0,0
96765,9.3,0.17,8.37,756.0,214.0,0.016,0.105,1370.0,898.0,0
96766,9.3,0.16,8.37,756.0,214.0,0.015,0.103,1439.0,895.0,0
96767,9.3,0.17,8.37,755.0,214.0,0.015,0.105,1337.0,902.0,0
96768,9.3,0.17,8.37,755.0,214.0,0.018,0.104,1381.0,901.0,0
96769,9.3,0.16,8.38,755.0,214.0,0.016,0.104,1344.0,908.0,0
96770,9.3,0.16,8.38,755.0,214.0,0.016,0.105,1349.0,909.0,0
96771,9.3,0.17,8.38,756.0,214.0,0.016,0.104,1361.0,903.0,0
96772,9.3,0.16,8.38,755.0,214.0,0.016,0.104,1333.0,905.0,0
96773,9.3,0.16,8.38,756.0,214.0,0.016,0.104,1359.0,905.0,0
96774,9.3,0.16,8.38,756.0,214.0,0.016,0.105,1325.0,903.0,0
96775,9.3,0.16,8.38,755.0,214.0,0.022,0.103,1359.0,902.0,0
96776,9.3,0.16,8.38,756.0,214.0,0.016,0.104,1388.0,901.0,0
96777,9.3,0.16,8.39,756.0,214.0,0.016,0.104,1353.0,902.0,0
96778,9.3,0.16,8.38,755.0,214.0,0.016,0.104,1373.0,905.0,0
96779,9.3,0.16,8.39,755.0,214.0,0.016,0.104,1361.0,908.0,0
96780,9.3,0.16,8.39,756.0,214.0,0.015,0.104,1405.0,909.0,0
96781,9.3,0.16,8.39,756.0,214.0,0.015,0.104,1337.0,910.0,0
96782,9.3,0.16,8.39,756.0,214.0,0.016,0.104,1344.0,902.0,0
96783,9.3,0.16,8.39,755.0,214.0,0.016,0.104,1347.0,899.0,0
96784,9.3,0.16,8.39,755.0,214.0,0.016,0.102,1364.0,901.0,0
96785,9.3,0.16,8.4,755.0,214.0,0.015,0.104,1368.0,902.0,0
96786,9.3,0.16,8.39,755.0,214.0,0.016,0.104,1373.0,903.0,0
96787,9.3,0.16,8.41,755.0,214.0,0.016,0.104,1362.0,902.0,0
96788,9.3,0.16,8.4,755.0,214.0,0.016,0.102,1366.0,899.0,0
96789,9.3,0.16,8.41,755.0,214.0,0.016,0.102,1337.0,909.0,0
96790,9.3,0.16,8.41,755.0,214.0,0.016,0.102,1359.0,907.0,0
96791,9.3,0.16,8.4,755.0,214.0,0.016,0.102,1370.0,907.0,0
96792,9.3,0.17,8.41,755.0,214.0,0.015,0.102,1373.0,899.0,0
96793,9.3,0.17,8.41,755.0,214.0,0.015,0.101,1387.0,902.0,0
96794,9.3,0.17,8.41,755.0,214.0,0.015,0.102,1347.0,909.0,0
96795,9.3,0.17,8.42,755.0,214.0,0.02,0.102,1336.0,899.0,0
96796,9.3,0.16,8.42,755.0,214.0,0.015,0.102,1356.0,907.0,0
96797,9.3,0.17,8.43,755.0,214.0,0.016,0.101,1390.0,908.0,0
96798,9.3,0.17,8.43,755.0,214.0,0.016,0.101,1394.0,902.0,0
96799,9.3,0.17,8.43,754.0,214.0,0.016,0.101,1356.0,901.0,0
96800,9.3,0.17,8.44,754.0,214.0,0.016,0.101,1362.0,899.0,0
96801,9.3,0.17,8.43,754.0,214.0,0.016,0.102,1350.0,909.0,0
96802,9.3,0.17,8.44,755.0,214.0,0.016,0.102,1387.0,913.0,0
96803,9.3,0.17,8.45,754.0,214.0,0.016,0.102,1373.0,915.0,0
96804,9.3,0.17,8.45,754.0,214.0,0.015,0.101,1373.0,908.0,0
96805,9.3,0.17,8.45,754.0,214.0,0.015,0.101,1390.0,905.0,0
96806,9.3,0.17,8.45,755.0,214.0,0.015,0.101,1370.0,907.0,0
96807,9.3,0.17,8.45,755.0,214.0,0.015,0.101,1350.0,907.0,0
96808,9.3,0.17,8.45,754.0,214.0,0.015,0.101,1383.0,902.0,0
96809,9.3,0.17,8.45,754.0,214.0,0.015,0.101,1361.0,902.0,0
96810,9.3,0.16,8.46,754.0,214.0,0.016,0.101,1356.0,905.0,0
96811,9.3,0.16,8.47,754.0,214.0,0.016,0.102,1381.0,905.0,0
96812,9.3,0.16,8.47,754.0,214.0,0.016,0.101,1372.0,905.0,0
96813,9.3,0.16,8.47,754.0,214.0,0.016,0.101,1349.0,898.0,0
96814,9.3,0.16,8.47,754.0,214.0,0.016,0.101,1381.0,907.0,0
96815,9.3,0.16,8.47,754.0,214.0,0.016,0.101,1355.0,898.0,0
96816,9.3,0.16,8.47,754.0,214.0,0.016,0.101,1362.0,899.0,0
96817,9.3,0.16,8.47,754.0,214.0,0.016,0.101,1377.0,902.0,0
96818,9.3,0.16,8.47,754.0,214.0,0.016,0.102,1371.0,907.0,0
96819,9.3,0.16,8.47,754.0,214.0,0.016,0.102,1393.0,908.0,0
96820,9.3,0.16,8.47,754.0,214.0,0.016,0.102,1370.0,913.0,0
96821,9.3,0.16,8.48,754.0,214.0,0.016,0.101,1412.0,909.0,0
96822,9.3,0.16,8.47,754.0,214.0,0.016,0.101,1394.0,913.0,0
96823,9.3,0.16,8.47,754.0,214.0,0.016,0.101,1361.0,907.0,0
96824,9.3,0.16,8.47,754.0,214.0,0.016,0.101,1368.0,903.0,0
96825,9.3,0.16,8.48,754.0,214.0,0.017,0.102,1356.0,908.0,0
96826,9.3,0.16,8.48,754.0,214.0,0.016,0.104,1365.0,902.0,0
96827,9.3,0.16,8.48,755.0,210.0,0.016,0.102,1383.0,913.0,0
96828,9.3,0.16,8.48,755.0,210.0,0.016,0.102,1377.0,909.0,0
96829,9.3,0.16,8.48,754.0,210.0,0.016,0.102,1376.0,907.0,0
96830,9.3,0.16,8.47,754.0,210.0,0.016,0.102,1393.0,910.0,0
96831,9.3,0.16,8.47,754.0,214.0,0.016,0.102,1395.0,902.0,0
96832,9.3,0.16,8.47,754.0,210.0,0.016,0.103,1390.0,909.0,0
96833,9.3,0.17,8.47,755.0,210.0,0.016,0.103,1390.0,910.0,0
96834,9.3,0.17,8.47,755.0,210.0,0.016,0.103,1413.0,909.0,0
96835,9.3,0.17,8.47,755.0,214.0,0.016,0.103,1393.0,902.0,0
96836,9.3,0.17,8.47,755.0,214.0,0.016,0.104,1396.0,905.0,0
96837,9.3,0.17,8.47,754.0,210.0,0.019,0.103,1394.0,910.0,0
96838,9.3,0.17,8.47,755.0,210.0,0.026,0.104,1361.0,909.0,0
96839,9.3,0.17,8.47,755.0,210.0,0.016,0.103,1399.0,903.0,0
96840,9.3,0.17,8.45,755.0,214.0,0.016,0.105,1332.0,909.0,0
96841,9.3,0.17,8.46,755.0,210.0,0.016,0.103,1388.0,910.0,0
96842,9.3,0.17,8.47,755.0,212.0,0.016,0.103,1362.0,909.0,0
96843,9.3,0.17,8.45,755.0,210.0,0.019,0.105,1388.0,905.0,0
96844,9.3,0.17,8.46,754.0,214.0,0.016,0.105,1388.0,901.0,0
96845,9.3,0.17,8.45,755.0,214.0,0.016,0.104,1361.0,902.0,0
96846,9.3,0.17,8.45,755.0,214.0,0.016,0.105,1416.0,899.0,0
96847,9.3,0.17,8.45,755.0,210.0,0.016,0.103,1401.0,909.0,0
96848,9.3,0.17,8.44,755.0,210.0,0.016,0.105,1406.0,914.0,0
96849,9.3,0.17,8.44,755.0,210.0,0.016,0.105,1402.0,903.0,0
96850,9.3,0.16,8.43,755.0,210.0,0.016,0.103,1384.0,907.0,0
96851,9.3,0.16,8.43,756.0,210.0,0.016,0.105,1388.0,905.0,0
96852,9.3,0.16,8.43,756.0,210.0,0.016,0.104,1422.0,909.0,0
96853,9.3,0.16,8.43,755.0,214.0,0.016,0.103,1407.0,908.0,0
96854,9.3,0.16,8.41,755.0,210.0,0.016,0.105,1430.0,914.0,0
96855,9.3,0.16,8.42,755.0,214.0,0.016,0.103,1376.0,918.0,0
96856,9.3,0.16,8.41,756.0,210.0,0.016,0.105,1418.0,918.0,0
96857,9.3,0.16,8.41,755.0,210.0,0.016,0.105,1405.0,913.0,0
96858,9.3,0.16,8.41,755.0,210.0,0.016,0.105,1458.0,909.0,0
96859,9.3,0.16,8.4,756.0,210.0,0.016,0.105,1399.0,908.0,0
96860,9.3,0.16,8.41,756.0,210.0,0.016,0.105,1423.0,910.0,0
96861,9.3,0.16,8.41,756.0,210.0,0.016,0.105,1410.0,915.0,0
96862,9.3,0.17,8.39,755.0,210.0,0.016,0.105,1436.0,910.0,0
96863,9.3,0.17,8.4,756.0,210.0,0.016,0.105,1429.0,910.0,0
96864,9.3,0.16,8.39,756.0,210.0,0.017,0.106,1408.0,918.0,0
96865,9.3,0.16,8.38,756.0,210.0,0.016,0.106,1435.0,915.0,0
96866,9.3,0.16,8.38,756.0,210.0,0.016,0.106,1443.0,909.0,0
96867,9.3,0.16,8.38,756.0,210.0,0.016,0.106,1393.0,913.0,0
96868,9.3,0.17,8.38,756.0,210.0,0.016,0.106,1399.0,920.0,0
96869,9.3,0.17,8.38,756.0,210.0,0.016,0.106,1377.0,913.0,0
96870,9.3,0.17,8.37,757.0,210.0,0.016,0.106,1366.0,910.0,0
96871,9.3,0.17,8.37,756.0,210.0,0.017,0.106,1390.0,914.0,0
96872,9.3,0.17,8.37,756.0,210.0,0.016,0.106,1416.0,918.0,0
96873,9.3,0.17,8.37,757.0,210.0,0.016,0.106,1399.0,914.0,0
96874,9.3,0.17,8.36,756.0,210.0,0.016,0.106,1406.0,914.0,0
96875,9.3,0.17,8.36,756.0,210.0,0.016,0.106,1416.0,915.0,0
96876,9.3,0.17,8.36,756.0,210.0,0.016,0.106,1420.0,909.0,0
96877,9.3,0.17,8.36,756.0,210.0,0.016,0.106,1408.0,910.0,0
96878,9.3,0.16,8.36,756.0,214.0,0.016,0.106,1402.0,915.0,0
96879,9.3,0.16,8.36,756.0,210.0,0.016,0.108,1437.0,915.0,0
96880,9.3,0.16,8.36,756.0,210.0,0.016,0.106,1443.0,908.0,0
96881,9.3,0.16,8.36,756.0,214.0,0.016,0.106,1379.0,915.0,0
96882,9.3,0.16,8.36,756.0,210.0,0.017,0.106,1422.0,908.0,0
96883,9.3,0.16,8.36,756.0,210.0,0.019,0.106,1523.0,903.0,0
96884,9.3,0.16,8.35,756.0,214.0,0.017,0.106,1511.0,910.0,0
96885,9.3,0.16,8.36,756.0,214.0,0.021,0.106,1530.0,916.0,0
96886,9.3,0.16,8.36,756.0,210.0,0.017,0.106,1538.0,913.0,0
96887,9.3,0.16,8.36,756.0,214.0,0.017,0.106,1512.0,918.0,0
96888,9.3,0.16,8.36,756.0,214.0,0.017,0.106,1535.0,910.0,0
96889,9.2,0.16,8.36,756.0,210.0,0.018,0.106,1553.0,918.0,0
96890,9.2,0.16,8.36,756.0,210.0,0.017,0.106,1533.0,916.0,0
96891,9.2,0.16,8.37,756.0,210.0,0.016,0.106,1561.0,915.0,0
96892,9.2,0.16,8.37,756.0,210.0,0.016,0.106,1538.0,921.0,0
96893,9.2,0.16,8.36,756.0,214.0,0.016,0.106,1555.0,920.0,0
96894,9.2,0.16,8.36,756.0,210.0,0.016,0.106,1527.0,918.0,0
96895,9.2,0.16,8.37,756.0,214.0,0.017,0.106,1511.0,916.0,0
96896,9.2,0.17,8.37,756.0,210.0,0.016,0.106,1503.0,916.0,0
96897,9.3,0.17,8.37,756.0,214.0,0.016,0.106,1524.0,921.0,0
96898,9.2,0.17,8.37,756.0,210.0,0.016,0.106,1500.0,927.0,0
96899,9.2,0.16,8.38,756.0,214.0,0.016,0.105,1530.0,916.0,0
96900,9.2,0.16,8.38,756.0,214.0,0.016,0.106,1516.0,910.0,0
96901,9.2,0.16,8.38,756.0,214.0,0.017,0.106,1545.0,915.0,0
96902,9.2,0.16,8.38,756.0,214.0,0.017,0.106,1555.0,918.0,0
96903,9.2,0.16,8.38,756.0,214.0,0.017,0.106,1530.0,913.0,0
96904,9.3,0.16,8.38,756.0,214.0,0.017,0.106,1530.0,916.0,0
96905,9.2,0.16,8.38,756.0,214.0,0.017,0.106,1511.0,918.0,0
96906,9.2,0.16,8.38,756.0,214.0,0.017,0.106,1556.0,920.0,0
96907,9.2,0.16,8.38,756.0,214.0,0.017,0.106,1517.0,916.0,0
96908,9.2,0.16,8.39,756.0,214.0,0.017,0.106,1501.0,913.0,0
96909,9.2,0.16,8.38,756.0,214.0,0.017,0.108,1520.0,920.0,0
96910,9.2,0.16,8.38,756.0,214.0,0.017,0.108,1495.0,924.0,0
96911,9.2,0.16,8.38,756.0,214.0,0.017,0.106,1527.0,915.0,0
96912,9.2,0.16,8.38,756.0,214.0,0.017,0.108,1533.0,921.0,0
96913,9.2,0.16,8.37,756.0,214.0,0.018,0.108,1517.0,915.0,0
